analyte_id,display_name,sex_context,age_context,phase_context,alignment,value_low,value_high,value_median,source_unit,normalized_unit,unit_kind,band_kind,specimen,assay_method,source_id,source_locator,source_role,confidence,display_allowed,caveat
shbg,SHBG,male,adult_40,not_applicable,mixed_morning_sample,15.3,65.3,,nmol/L,nmol/L,binding_protein_concentration,reference_interval,serum,Roche ECLIA immunoassay,scandjclinlabinvest_2009_bjerner_male_shbg_norip,"Table II, PDF page 5",direct_value,medium,true,NORIP male serum immunoassay interval; descriptive reference limits are not decision thresholds.
shbg,SHBG,male,adult_50,not_applicable,mixed_morning_sample,18.4,75.6,,nmol/L,nmol/L,binding_protein_concentration,reference_interval,serum,Roche ECLIA immunoassay,scandjclinlabinvest_2009_bjerner_male_shbg_norip,"Table II, PDF page 5",direct_value,medium,true,NORIP male serum immunoassay interval; descriptive reference limits are not decision thresholds.
shbg,SHBG,male,adult_60,not_applicable,mixed_morning_sample,22.6,87.6,,nmol/L,nmol/L,binding_protein_concentration,reference_interval,serum,Roche ECLIA immunoassay,scandjclinlabinvest_2009_bjerner_male_shbg_norip,"Table II, PDF page 5",direct_value,medium,true,NORIP male serum immunoassay interval; descriptive reference limits are not decision thresholds.
shbg,SHBG,male,adult_70,not_applicable,mixed_morning_sample,27.8,101.0,,nmol/L,nmol/L,binding_protein_concentration,reference_interval,serum,Roche ECLIA immunoassay,scandjclinlabinvest_2009_bjerner_male_shbg_norip,"Table II, PDF page 5",direct_value,medium,true,NORIP male serum immunoassay interval; descriptive reference limits are not decision thresholds.
shbg,SHBG,male,adult_80,not_applicable,mixed_morning_sample,33.8,115.4,,nmol/L,nmol/L,binding_protein_concentration,reference_interval,serum,Roche ECLIA immunoassay,scandjclinlabinvest_2009_bjerner_male_shbg_norip,"Table II, PDF page 5",direct_value,medium,true,NORIP male serum immunoassay interval; descriptive reference limits are not decision thresholds.
shbg,SHBG,female,young_adult_18_40,no_ocp_no_reported_hyperandrogenism,not_cycle_timed,21,105,,nmol/L,nmol/L,binding_protein_concentration,source_95_confidence_limits,serum,Immulite immunoassay,clinbiochem_2012_pesant_female_testosterone_free_bioavailable,"Table 2, PDF page 2",direct_value,low,true,Young female no-OCP subgroup without reported hirsutism or acne; immunoassay SHBG context only.
testosterone_total,Total testosterone,female,adult_20_29,not_cycle_timed,mixed_day_sample,0.42,2.12,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
testosterone_total,Total testosterone,female,adult_30_39,not_cycle_timed,mixed_day_sample,0.39,2.06,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
testosterone_total,Total testosterone,female,adult_40_49,not_cycle_timed,mixed_day_sample,0.37,2.00,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
testosterone_total,Total testosterone,female,adult_50_59,not_cycle_timed,mixed_day_sample,0.34,1.94,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
testosterone_total,Total testosterone,female,adult_60_69,not_cycle_timed,mixed_day_sample,0.31,1.88,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
testosterone_total,Total testosterone,female,adult_70_80,not_cycle_timed,mixed_day_sample,0.29,1.82,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
androstenedione,Androstenedione,female,adult_20_29,not_cycle_timed,mixed_day_sample,1.61,7.46,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
androstenedione,Androstenedione,female,adult_30_39,not_cycle_timed,mixed_day_sample,1.20,6.00,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
androstenedione,Androstenedione,female,adult_40_49,not_cycle_timed,mixed_day_sample,0.89,4.77,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
androstenedione,Androstenedione,female,adult_50_59,not_cycle_timed,mixed_day_sample,0.66,3.79,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
androstenedione,Androstenedione,female,adult_60_69,not_cycle_timed,mixed_day_sample,0.52,3.04,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
androstenedione,Androstenedione,female,adult_70_80,not_cycle_timed,mixed_day_sample,0.48,2.52,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,LC-MS/MS,jcem_2012_haring_female_testosterone_androstenedione_lcms,"Table 3, PDF page 4",direct_value,medium,true,Female population-based LC-MS/MS age band; cycle timing and contraceptive users were excluded from primary sample.
dhea,DHEA,all_sexes,adult_18_40,not_applicable,not_specified,1330,7780,,ng/L,ng/L,serum_concentration,reference_interval,serum,LC-MS/MS,clinchem_2010_kushnir_androstenedione_dhea_testosterone_lcms,"Tables 1-2, PDF pages 6-7",direct_value,medium,true,Kushnir reports similar DHEA distributions by sex and uses common adult age intervals; timing not specified.
dhea,DHEA,all_sexes,adult_40_67,not_applicable,not_specified,630,4700,,ng/L,ng/L,serum_concentration,reference_interval,serum,LC-MS/MS,clinchem_2010_kushnir_androstenedione_dhea_testosterone_lcms,"Tables 1-2, PDF pages 6-7",direct_value,medium,true,Kushnir reports similar DHEA distributions by sex and uses common adult age intervals; timing not specified.
dhea,DHEA,premenopausal,adult_over_18,not_cycle_timed,not_specified,1120,7430,,ng/L,ng/L,serum_concentration,reference_interval,serum,LC-MS/MS,clinchem_2010_kushnir_androstenedione_dhea_testosterone_lcms,"Table 2, PDF page 7",direct_value,medium,true,Premenopausal female serum DHEA interval; cycle timing not specified and DHEA is diurnal.
dhea,DHEA,postmenopausal,adult_postmenopausal,not_applicable,not_specified,600,5730,,ng/L,ng/L,serum_concentration,reference_interval,serum,LC-MS/MS,clinchem_2010_kushnir_androstenedione_dhea_testosterone_lcms,"Table 2, PDF page 7",direct_value,medium,true,Postmenopausal female serum DHEA interval; DHEA is strongly age-dependent and diurnal.
androstanediol_glucuronide_3alpha,3-alpha androstanediol glucuronide,female,age_over_10,not_cycle_timed,morning_fasting,0.106,1.655,,ug/L,ug/L,serum_concentration,reference_interval,serum,LC-MS/MS,steroids_2019_fabregat_3alpha_diol_g_lcms,"Table 3, PDF page 4",direct_value,medium,true,Healthy fasting Belgian cohort; no oral contraceptives; BMI not over 30; advanced androgen-metabolism marker.
androstanediol_glucuronide_3alpha,3-alpha androstanediol glucuronide,male,age_under_10,not_applicable,morning_fasting,0.073,0.236,,ug/L,ug/L,serum_concentration,reference_interval,serum,LC-MS/MS,steroids_2019_fabregat_3alpha_diol_g_lcms,"Table 3, PDF page 4",direct_value,medium,true,Healthy fasting Belgian cohort; BMI not over 30; advanced androgen-metabolism marker.
androstanediol_glucuronide_3alpha,3-alpha androstanediol glucuronide,male,age_10_12,not_applicable,morning_fasting,0.117,1.550,,ug/L,ug/L,serum_concentration,reference_interval,serum,LC-MS/MS,steroids_2019_fabregat_3alpha_diol_g_lcms,"Table 3, PDF page 4",direct_value,medium,true,Healthy fasting Belgian cohort; BMI not over 30; advanced androgen-metabolism marker.
androstanediol_glucuronide_3alpha,3-alpha androstanediol glucuronide,male,age_12_16,not_applicable,morning_fasting,0.300,4.041,,ug/L,ug/L,serum_concentration,reference_interval,serum,LC-MS/MS,steroids_2019_fabregat_3alpha_diol_g_lcms,"Table 3, PDF page 4",direct_value,medium,true,Healthy fasting Belgian cohort; BMI not over 30; advanced androgen-metabolism marker.
androstanediol_glucuronide_3alpha,3-alpha androstanediol glucuronide,male,age_16_100,not_applicable,morning_fasting,0.921,8.132,,ug/L,ug/L,serum_concentration,reference_interval,serum,LC-MS/MS,steroids_2019_fabregat_3alpha_diol_g_lcms,"Table 3, PDF page 4",direct_value,medium,true,Healthy fasting Belgian cohort; BMI not over 30; advanced androgen-metabolism marker.
androsterone,Androsterone,male,adult_20_40,not_applicable,not_specified,250,2246,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; preliminary source-specific backdoor-pathway interval.
androsterone,Androsterone,male,adult_41_60,not_applicable,not_specified,239,1263,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; preliminary source-specific backdoor-pathway interval.
androsterone,Androsterone,female,adult_20_40,early_follicular_or_not_applicable,days_2_to_5_if_reproductive_age,277,1357,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; reproductive-age samples were days 2-5; menopausal status not stratified.
androsterone,Androsterone,female,adult_41_60,early_follicular_or_not_applicable,days_2_to_5_if_reproductive_age,79.3,1076,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; reproductive-age samples were days 2-5; menopausal status not stratified.
androstanediol_3alpha,3-alpha androstanediol,male,adult_20_60,not_applicable,not_specified,184,1046,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; unconjugated 3-alpha-diol is distinct from 3-alpha-diol glucuronide.
androstanediol_3alpha,3-alpha androstanediol,female,adult_20_40,early_follicular_or_not_applicable,days_2_to_5_if_reproductive_age,60.6,838,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; reproductive-age samples were days 2-5; unconjugated 3-alpha-diol is distinct from 3-alpha-diol glucuronide.
androstanediol_3alpha,3-alpha androstanediol,female,adult_41_60,early_follicular_or_not_applicable,days_2_to_5_if_reproductive_age,37.4,733,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; reproductive-age samples were days 2-5; unconjugated 3-alpha-diol is distinct from 3-alpha-diol glucuronide.
dht_total,DHT,male,adult_20_60,not_applicable,not_specified,350,1882,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; source-specific comparator lower than prior DHT mass-spectrometry intervals.
dht_total,DHT,female,adult_20_40,early_follicular_or_not_applicable,days_2_to_5_if_reproductive_age,103,476,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; reproductive-age samples were days 2-5; menopausal status not stratified.
dht_total,DHT,female,adult_41_60,early_follicular_or_not_applicable,days_2_to_5_if_reproductive_age,19.4,399,,pmol/L,pmol/L,serum_concentration,central_95_interval,plasma,UPLC-MS/MS,cca_2026_liu_backdoor_pathway_steroids_lcms,"Table 3, PDF page 6",direct_value,medium,true,Healthy Han Chinese adults; plasma not serum; reproductive-age samples were days 2-5; menopausal status not stratified.
corticosterone,Corticosterone,female,female_18_24,not_cycle_timed,not_specified,1.85,40.87,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
cortisone,Cortisone,female,female_18_24,not_cycle_timed,not_specified,38.09,98.07,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
cortisol,Cortisol,female,female_18_24,not_cycle_timed,not_specified,115.13,552.70,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
hydroxycortisol_18,18-OH cortisol,female,female_18_24,not_cycle_timed,not_specified,0.72,4.83,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
androstenedione,Androstenedione,female,female_18_24,not_cycle_timed,not_specified,1.82,9.16,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
hydroxyandrostenedione_11b,11-beta hydroxyandrostenedione,female,female_18_24,not_cycle_timed,not_specified,1.07,8.59,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
dhea,DHEA,female,female_18_24,not_cycle_timed,not_specified,3.19,22.89,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
dheas,DHEA-S,female,female_18_24,not_cycle_timed,not_specified,1087.99,5687.94,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
corticosterone,Corticosterone,female,female_25_34,not_cycle_timed,not_specified,1.89,32.71,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
cortisone,Cortisone,female,female_25_34,not_cycle_timed,not_specified,38.78,90.92,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
cortisol,Cortisol,female,female_25_34,not_cycle_timed,not_specified,144.13,546.18,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
hydroxycortisol_18,18-OH cortisol,female,female_25_34,not_cycle_timed,not_specified,0.59,3.62,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
androstenedione,Androstenedione,female,female_25_34,not_cycle_timed,not_specified,1.69,9.45,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
hydroxyandrostenedione_11b,11-beta hydroxyandrostenedione,female,female_25_34,not_cycle_timed,not_specified,1.06,7.88,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
dhea,DHEA,female,female_25_34,not_cycle_timed,not_specified,2.94,23.03,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
dheas,DHEA-S,female,female_25_34,not_cycle_timed,not_specified,1290.48,5724.14,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
corticosterone,Corticosterone,female,female_35_45,not_cycle_timed,not_specified,1.54,29.47,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
cortisone,Cortisone,female,female_35_45,not_cycle_timed,not_specified,31.20,87.62,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
cortisol,Cortisol,female,female_35_45,not_cycle_timed,not_specified,103.54,534.90,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
hydroxycortisol_18,18-OH cortisol,female,female_35_45,not_cycle_timed,not_specified,0.64,4.72,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
androstenedione,Androstenedione,female,female_35_45,not_cycle_timed,not_specified,1.12,6.00,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
hydroxyandrostenedione_11b,11-beta hydroxyandrostenedione,female,female_35_45,not_cycle_timed,not_specified,1.05,7.24,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
dhea,DHEA,female,female_35_45,not_cycle_timed,not_specified,2.21,17.61,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
dheas,DHEA-S,female,female_35_45,not_cycle_timed,not_specified,660.79,4104.74,,nmol/L,nmol/L,serum_concentration,central_95_interval,serum,HPLC-MS/MS,annlabmed_2026_liu_guangxi_reproductive_women_adrenocortical_hormone_reference_intervals,"Table 3, HTML/PDF page 6",direct_value,medium,true,Guangxi reproductive-age women; PCOS excluded for reference intervals; population-specific source row.
testosterone_total,Total testosterone,male,pediatric_0_to_under_1,not_applicable,age_bin_midpoint,0.05,7.31,0.06,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_0_to_under_1,not_applicable,age_bin_midpoint,76,274,158,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_0_to_under_1,not_applicable,age_bin_midpoint,0.23,37.73,0.41,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_0_to_under_1,not_applicable,age_bin_midpoint,0.01,0.88,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_1_to_under_2,not_applicable,age_bin_midpoint,0.04,6.13,0.06,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_1_to_under_2,not_applicable,age_bin_midpoint,65,264,164,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_1_to_under_2,not_applicable,age_bin_midpoint,0.16,28.08,0.31,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_1_to_under_2,not_applicable,age_bin_midpoint,0.00,0.66,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_2_to_under_3,not_applicable,age_bin_midpoint,0.03,4.39,0.05,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_2_to_under_3,not_applicable,age_bin_midpoint,58,245,168,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_2_to_under_3,not_applicable,age_bin_midpoint,0.17,16.12,0.26,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_2_to_under_3,not_applicable,age_bin_midpoint,0.00,0.38,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
